Sr. No,Date of data collection,Time of data collection,pond_id,region,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
3246,02/06/2023,15:57,pond_5f9e292b,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,11.8,8.4,,,,,29.3,,,,,Yes,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,No
3245,02/06/2023,15:56,pond_bd0f4fd7,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",10.3,8.2,,,,,29.7,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3244,02/06/2023,15:39,pond_e71ae278,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,9.6,7.8,,,,,28.3,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3243,02/06/2023,15:34,pond_da9e5287,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 50%",8.8,8.1,,,,,29.9,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3242,02/06/2023,15:32,pond_917e0459,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nikhil,,Sunny,9.1,8.4,,,,,29.6,,,,,Yes,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,No
3241,02/06/2023,15:22,pond_4389488f,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,9.6,8.8,,,,,29.2,,,,,No,Ph,,Probiotic,,,"No, none of them",,,,,,Farmer is out town and he came back today(02/06/2023). He told he will give probiotic tomorrow.,,,0.0,0.0,,,,,,,,,,,,No
3240,02/06/2023,15:21,pond_040f0594,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,9.4,7.8,,,,,28.2,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3239,02/06/2023,07:58,pond_4389488f,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,3.2,8.6,23.0,0.03,,,26.2,1.12,,,Dark green,No,Ph,Gypsum,,,,"No, none of them",,,,,,"Farmer is out town and he came back today(
02/06/2023). He told he will give probiotic tomorrow.",,,0.0,0.0,0.0,0,,,,,1200.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3238,02/06/2023,07:53,pond_5f9e292b,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,3.2,8.1,25.0,0.18,,,26.9,1.69,,,Light brown,Yes,,,,,,"Yes, all of them",02/03/2023,Aeration for one day,,,,,Yes,,0.0,0.0,1.0,,,,,,780.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,"if you have any doubt on feeding rate, please check notes on 02/02/2023 WQ form",No
3237,02/06/2023,07:41,pond_edb67ba0,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.0,8.0,29.0,0.02,,,27.6,1.1,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,0,,,,,20.0,3000.0,Roopchand,,,No
3236,02/06/2023,07:35,pond_917e0459,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nikhil,,Sunny,3.1,8.3,21.0,0.01,,,26.6,2.51,,,Dark green,Yes,,,,,,"Yes, all of them",02/03/2023,"Aeration for two days, Stop feeding for 24 hours",,,,,Yes,,0.0,0.0,1.0,,,,,,640.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3235,02/06/2023,07:31,pond_9a0003fb,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",3.2,7.8,28.0,0.15,,,25.7,1.93,,,Light green,Yes,,,,,,"Yes, all of them",02/06/2023,Stop feeding for 48 hours,,,,,Yes,,0.0,0.0,0.0,,,,,,1020.0,2200.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3233,02/06/2023,07:27,pond_1c1e7d4b,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",3.8,7.7,31.0,0.03,,,26.9,1.09,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,0,,,,,70.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3234,02/06/2023,07:27,pond_c8879b29,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",3.4,7.8,32.0,0.03,,,25.2,1.55,,,Light green,Yes,,,,,,"Yes, all of them",02/06/2023,Stop feeding for 48 hours,,,,,Yes,,0.0,0.0,0.0,,,,,,1200.0,2200.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3232,02/06/2023,07:14,pond_bd0f4fd7,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.4,7.9,33.0,0.09,,,26.8,0.87,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,0,,,,,50.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3231,02/06/2023,07:06,pond_e71ae278,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",3.4,7.8,32.0,0.13,,,26.2,2.06,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,350.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3230,02/06/2023,06:58,pond_da9e5287,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Foggy,3.7,7.6,29.0,0.0,,,26.9,1.42,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,0,,,,,30.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3229,02/06/2023,06:55,pond_040f0594,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",3.1,7.8,27.0,0.26,,,25.2,1.89,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1800.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3228,02/04/2023,15:43,pond_a8a2b3a8,Eluru,Evening,Yes,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,10.2,8.4,,,,,29.2,,,,,Yes,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,No
3227,02/04/2023,06:58,pond_a8a2b3a8,Eluru,Morning,Yes,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,3.7,8.1,46.0,,,,25.4,0.43,,,Light green,Yes,,,,,,"Yes, all of them",02/02/2023,Jaggery,,,,,Yes,Actually Corrective action was given for evening measurement for pH on 02/01/2023,0.0,0.0,0.0,,,,,,60.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3226,02/03/2023,16:16,pond_c8879b29,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,11.0,8.3,,,,,27.7,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3225,02/03/2023,16:07,pond_9a0003fb,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,9.6,8.1,,,,,27.6,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3224,02/03/2023,07:39,pond_c8879b29,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",0.7,7.8,26.0,0.03,,,25.1,1.55,,,Dark brown,No,Dissolved Oxygen,Stop feeding for 48 hours,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1200.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3223,02/03/2023,07:25,pond_9a0003fb,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",1.0,7.8,24.0,0.26,,,24.7,1.88,,,Dark brown,No,Dissolved Oxygen,Stop feeding for 48 hours,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1020.0,2200.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3222,02/02/2023,16:27,pond_5f9e292b,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Cloud cover 25%",16.5,8.5,,,,,28.4,,,,,No,Dissolved Oxygen,Aeration for one day,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3221,02/02/2023,16:07,pond_917e0459,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nikhil,,"Sunny, Cloud cover 25%",8.6,8.6,,,,,28.1,,,,,No,Ph,,,,,,,,,,,,,"The reason i put None in Corrective action is that, Farmer said he added cow dung(pH-8 to 11) in his pond 2 days back which is the reason for pH increase in the pond, So he wanted to wait for next two days for the cow dung to be dissolved completely.",0.0,0.0,,,,,,,,,,,"The reason i put None in Corrective action is that, Farmer said he added cow dung(pH-8 to 11) in his pond 2 days back which is the reason for pH increase in the pond, So he wanted to wait for next two days for the cow dung to be dissolved completely.",No
3220,02/02/2023,15:50,pond_4389488f,Eluru,Evening,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,"Sunny, Cloud cover 25%",8.5,8.8,,,,,27.2,,,,,No,Ph,Gypsum,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3219,02/02/2023,07:58,pond_4389488f,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,Sunny,3.2,8.6,23.0,0.03,,,26.2,1.12,,,Dark green,No,Ph,Gypsum,,,,,,,,,,,,,0.0,0.0,0.0,0,,,,,1200.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3218,02/02/2023,07:43,pond_917e0459,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,,Sunny,1.1,8.4,18.0,0.08,,,25.6,2.48,,,Dark green,No,"Dissolved Oxygen, Turbidity","Aeration for two days, Stop feeding for 24 hours",,,,,,,,,,,,,0.0,0.0,,,,,,,600.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3217,02/02/2023,07:13,pond_5f9e292b,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nikhil,Taiwan #9,"Sunny, Foggy",1.6,8.1,24.0,0.09,,,26.2,1.69,,,Light brown,No,Dissolved Oxygen,Aeration for one day,,,,,,,,,,,,,0.0,0.0,,,,,,,860.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Farmer gave feed every second day for a month because of fish were not actively feeding due to lice infestation,No
3216,02/01/2023,16:37,pond_4302964d,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,11.2,8.1,,,,,28.2,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3214,02/01/2023,16:28,pond_8e6046b4,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,5.3,8.3,,,,,27.6,,,,,No,Dissolved Oxygen,"Aeration for one day, Stop feeding for 48 hours",,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,"Farmer said he will be harvesting the next day, so he will not be able to do the CAs",No
3215,02/01/2023,16:28,pond_a8a2b3a8,Eluru,Evening,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,9.7,8.9,,,,,28.2,,,,,No,Ph,Jaggery,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,No
3213,02/01/2023,16:10,pond_c2428871,Eluru,Evening,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,9.7,8.4,,,,,27.5,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3212,02/01/2023,15:55,pond_d01750af,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,10.4,8.2,,,,,27.6,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3211,02/01/2023,07:55,pond_4302964d,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.1,8.1,30.0,0.03,,,25.7,3.11,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,40.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3210,02/01/2023,07:39,pond_8e6046b4,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,1.3,8.2,15.0,0.19,,,25.8,2.42,,,Dark green,No,"Dissolved Oxygen, Turbidity","Aeration for one day, Stop feeding for 48 hours",,,,,,,,,,,,,0.0,0.0,,,,,,,2400.0,2100.0,"Rohu (Labeo rohita), Catla (Catla catla)",,"Farmer said he will be harvesting the next day, so he will not be able to do the CAs",No
3209,02/01/2023,07:35,pond_a8a2b3a8,Eluru,Morning,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Foggy,3.7,8.4,49.0,0.07,,,26.4,0.462,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,60.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3208,02/01/2023,07:12,pond_c2428871,Eluru,Morning,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Foggy,3.5,8.0,25.0,0.1,,,26.6,1.06,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,80.0,3333.0,Roopchand,,,No
3207,02/01/2023,06:40,pond_d01750af,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Foggy,3.5,7.9,30.0,0.11,,,26.6,1.14,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,160.0,3090.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3206,01/31/2023,17:10,pond_1d648007,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",9.3,8.4,,,,,28.6,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3205,01/31/2023,16:55,pond_863e7ed4,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",9.8,8.3,,,,,28.4,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3204,01/31/2023,16:35,pond_299152dc,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Sunny,9.1,8.3,,,,,28.3,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3203,01/31/2023,16:33,pond_11799705,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,9.3,8.4,,,,,26.7,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3202,01/31/2023,16:20,pond_87edd7c9,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,9.1,8.0,,,,,26.7,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3201,01/31/2023,15:55,pond_ec1ee982,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Cloud cover 25%",8.9,8.1,,,,,27.9,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3200,01/31/2023,07:35,pond_863e7ed4,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.8,7.9,35.0,0.08,,,26.7,1.15,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,110.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3199,01/31/2023,07:18,pond_87edd7c9,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.2,8.0,26.0,0.19,,,25.9,1.89,,,Light green,Yes,,,,,,"Yes, all of them",01/29/2023,H2O2,,,,,Yes,DO levels came back to required range,0.0,0.0,,,,,,,480.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,Yes
3198,01/31/2023,07:15,pond_1d648007,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",3.8,8.2,27.0,0.11,,,26.8,1.49,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,15.0,1650.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3197,01/31/2023,07:07,pond_11799705,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.2,8.2,32.0,0.21,,,25.7,1.56,,,Light green,Yes,,,,,,"Yes, all of them",01/28/2023,Zeolite,,,,,Yes,,0.0,0.0,,,,,,,900.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3196,01/31/2023,06:47,pond_ec1ee982,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Foggy,3.7,7.5,45.0,0.36,,,27.2,0.76,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,10.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3195,01/31/2023,06:25,pond_299152dc,Nellore,Morning,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Foggy,4.5,8.0,31.0,0.13,,,27.2,0.7,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,30.0,2800.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,No
3194,01/27/2023,15:57,pond_c2428871,Eluru,Evening,Yes,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,11.3,8.0,,,,,27.1,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3193,01/27/2023,06:45,pond_c2428871,Eluru,Morning,Yes,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Foggy,3.9,7.9,28.0,0.02,,,25.3,1.04,,,Dark green,Yes,,,,,,"Yes, all of them",01/25/2023,Water exchange (inflow & outflow),,,,,Yes,,0.0,0.0,,,,,,,60.0,3333.0,Roopchand,,,No
3192,01/25/2023,16:57,pond_18ce7935,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,9.2,8.0,,,,,27.7,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3191,01/25/2023,16:30,pond_9af26ee3,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,10.2,8.3,,,,,27.3,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3189,01/25/2023,16:20,pond_5773604b,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,11.3,8.2,,,,,27.5,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3190,01/25/2023,16:20,pond_a8a2b3a8,Eluru,Evening,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,10.6,8.3,,,,,27.3,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3188,01/25/2023,16:02,pond_680c8104,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #7,Sunny,9.5,8.2,,,,,27.6,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3187,01/25/2023,15:37,pond_11799705,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,8.9,7.8,,,,,27.4,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3186,01/25/2023,15:34,pond_c2428871,Eluru,Evening,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Sunny,13.3,8.1,,,,,27.4,,,,,No,Dissolved Oxygen,Water exchange (inflow & outflow),,,,,,,,,,,,,0.0,5.0,,,,,,,,,,,,No
3185,01/25/2023,07:42,pond_c2428871,Eluru,Morning,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Foggy,4.4,7.9,27.0,0.0,,,25.8,1.07,,,Dark green,Yes,,,Remove pond vegetation reaching into water,,,,,,,,,,,,0.0,0.0,,,,,,,60.0,3333.0,Roopchand,,,No
3184,01/25/2023,07:34,pond_18ce7935,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",3.9,7.6,45.0,0.0,,,25.3,0.59,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,40.0,4200.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3183,01/25/2023,07:31,pond_11799705,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Chaitanya,Taiwan #1,Foggy,3.9,7.6,32.0,3.0,,,25.4,1.26,,,Light green,No,Ammonia Tan Nh3N,Zeolite,,,,,,,,,,,,,0.0,0.0,,,,,,,480.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3182,01/25/2023,07:23,pond_680c8104,Eluru,Morning,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.6,8.0,26.0,0.05,,,25.4,1.69,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,1200.0,2300.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3181,01/25/2023,07:21,pond_a8a2b3a8,Eluru,Morning,No,,,Ara v12 weekly,Treatment,Nikhil,Taiwan #9,Foggy,4.6,8.4,47.0,0.08,,,25.6,0.456,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,60.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3180,01/25/2023,07:08,pond_9af26ee3,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,"Sunny, Foggy",4.3,7.7,39.0,0.04,,,25.2,0.83,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,25.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3179,01/25/2023,06:40,pond_5773604b,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Foggy,3.7,7.8,34.0,0.01,,,24.4,0.75,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,80.0,2400.0,Roopchand,,,No
3178,01/24/2023,16:59,pond_87edd7c9,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,8.7,8.3,,,,,26.8,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3177,01/24/2023,16:57,pond_891bf2fe,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,9.0,8.2,,,,,28.2,,,,,Yes,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,No
3176,01/24/2023,16:43,pond_7e4b5572,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,8.7,8.2,,,,,27.8,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3175,01/24/2023,16:37,pond_ddf602a6,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,8.7,8.1,,,,,26.8,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3174,01/24/2023,16:34,pond_3f2d6b7f,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,8.9,8.1,,,,,27.3,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3173,01/24/2023,16:17,pond_b842374c,Nellore,Evening,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,8.9,8.3,,,,,27.5,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",50.0,,No
3172,01/24/2023,16:13,pond_8dd26bbf,Eluru,Evening,No,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,9.3,8.1,,,,,26.7,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3171,01/24/2023,16:01,pond_299152dc,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,,8.9,8.2,,,,,27.8,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
3170,01/24/2023,15:57,pond_960111d3,Eluru,Evening,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Sunny,9.0,8.2,,,,,28.7,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3169,01/24/2023,15:47,pond_863e7ed4,Nellore,Evening,No,,,Ara v12 weekly,Treatment,Chandu,Taiwan #7,Sunny,10.8,8.1,,,,,28.5,,,,,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,No
3168,01/24/2023,07:55,pond_87edd7c9,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",2.0,8.1,27.0,0.03,,,24.8,1.79,,,Light green,No,Dissolved Oxygen,H2O2,,,,Only some,01/22/2023,Water exchange (inflow & outflow),,,,"We gave two corrective actions, but farmer did only one of it i.e., water exchange and he said he will add h202 after two or three days(01/28/2023)",No,,0.0,0.0,,,,,,,480.0,5000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3167,01/24/2023,07:43,pond_960111d3,Eluru,Morning,Yes,,,Ara v12 monthly,Treatment,Nagaraju P.,Taiwan #2,Foggy,3.2,7.7,33.0,0.13,,,25.9,1.97,,,Light green,Yes,,,,,,"Yes, all of them",01/23/2023,Aeration for one day,,,,,Yes,,0.0,0.0,,,,,,,940.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
3166,01/24/2023,07:38,pond_891bf2fe,Nellore,Morning,No,,,Ara v12 monthly,Treatment,Chandu,Taiwan #7,Sunny,4.6,7.6,38.0,0.02,,,26.2,1.19,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,,,,,,,20.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
