Sr. No,Event date,Initial entry,pond_id,region,Pond status,Type,Logged by,Data verification method,Data verified by,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Fish purchases diverted,Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Notes,Lifecycle is updated accordingly on the master doc,Created at
281,01/23/2023,No,pond_f3ee5c50,Eluru,Treatment,Stocking,Nikhil,,,,9285.0,,"Rohu (Labeo rohita), Catla (Catla catla), Pangasius",9:1,,,20.0,,,,,,,,,9285,,9285.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:41
283,01/22/2023,No,pond_9af26ee3,Nellore,Treatment,Stocking,Nagaraju B.,,,,2500.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,50.0,,,,,,,,,2500,,2500.0,,,,,,0.0,,Yes,"Pond dryed, Applied Agriculture Lime. ",,,,,,,,"Rohu 6500, Catla 500 total 7000 fishes stocked in 3.5 Acre Land. ",,12/15/2023 11:42
284,01/20/2023,No,pond_fde7b1e2,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond Dry,Planned harvest,3700,,,,All are medium fishes total 3700 kgs harvested. Sold Rs. 105 per Kg. ,,12/15/2023 11:42
285,01/19/2023,No,pond_c8cfdcb5,Eluru,Treatment,Harvest,Nikhil,,,,0.0,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,7000,,,,,,12/15/2023 11:42
286,01/19/2023,No,pond_f3ee5c50,Eluru,Treatment,Harvest,Nikhil,,,,0.0,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,2500,,,,,,12/15/2023 11:42
13,01/19/2023,Yes,pond_d1de1045,Nellore,Treatment,Stocking,Chaitanya,,,,3750.0,,Roopchand,10,,,50.0,,,,,,,,,3750,,3750.0,,,,,,0.0,,,,,,,,,,,,,12/15/2023 11:37
5849,01/17/2023,Yes,pond_cc764bfd,Eluru,Treatment,Stocking,Chaitanya,,,,59055.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,59055,,59055.0,,,,,,0.0,,0,,,,,,,,,,,03/05/2024 06:13
287,01/17/2023,No,pond_cf53cb6f,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond Dry,Planned harvest,7500,,,,"All are medium size fishes, total 7500 kgs. Sold Rs. 110 per Kg.",,12/15/2023 11:42
26,01/17/2023,Yes,pond_dda2c111,Nellore,Treatment,Stocking,Chandu,,,,3375.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",,,,,,,,,,,,,3375,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
288,01/14/2023,No,pond_0b972252,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,875.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying ,Planned harvest,70000,,,,"All fishes are big size sold 70000 kg. Price 120 rupees/per kg. 
",,12/15/2023 11:42
289,01/13/2023,No,pond_19e0e052,Nellore,Treatment,Stocking,Chandu,,,,4500.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,40.0,,,,,,,,,,,4500.0,,,,,,,,Yes,Pond dryed ,,,,,,,,"Roopchand 80000, Rohu 8000, Catla 2000 total 90000 fish/20 Acres.",,12/15/2023 11:42
290,01/08/2023,No,pond_edb67ba0,Nellore,Treatment,Harvest,Chandu,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,900.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,2700,,0,0.0,Sold 2.7 tons @110 per kg,,12/15/2023 11:42
60,01/07/2023,Yes,pond_d452b0a2,Eluru,Treatment,Stocking,Maneesh,,,,5000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
291,01/03/2023,No,pond_0b18540f,Eluru,Treatment,Stocking,Nikhil,,,,2187.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,300.0,,,,,,,,,2200,,2187.0,,,,,,201.0,,No,,,,,,,,,,,12/15/2023 11:42
292,01/02/2023,No,pond_8a45828a,Eluru,Treatment,Stocking,Nikhil,,,,57692.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,50.0,,,,,,,,,57692,,57692.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
293,12/31/2022,No,pond_299152dc,Nellore,Treatment,Stocking,Chandu,,,,2800.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,400.0,,,,,,,,,,,2800.0,,,,,,,,No,,,,,,,,,"Total stocked 2800 fishes per acre (Roopchand 2600, Rohu 150, Catla 50). Farmer shifted stocking from his another pond to his ARA Pond. ",,12/15/2023 11:42
294,12/30/2022,No,pond_0b18540f,Eluru,Treatment,Harvest,Nagaraju P.,,,,0.0,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,37000,,,,He harvested 37 ton of fish at Rs.126.,,12/15/2023 11:42
295,12/29/2022,No,pond_299152dc,Nellore,Treatment,Stocking,Nagaraju B.,,,,2800.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,450.0,,,,,,,,,,,2800.0,,,,,,,,No,,,,,,,,,"Roopchandu/2500, Rohu/200 and Catla/100 total 2800 stocked. ",,12/15/2023 11:42
9,12/27/2022,Yes,pond_aae69640,Nellore,Assessment,Stocking,Chaitanya,,,,3000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,3000,,3000.0,,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,12/15/2023 11:37
296,12/26/2022,No,pond_1c1e7d4b,Nellore,Treatment,Stocking,Nagaraju B.,,,,3000.0,,Roopchand,,,,40.0,,,,,,,,,,,3000.0,,,,,,,,Yes,"Dryed, Bleaching and Agriculture lime applied. ",,,,,,,,,,12/15/2023 11:42
297,12/26/2022,No,pond_ec1ee982,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,824.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,3050,,0,,"Harvested 3050kgs all are big/medium size fish, average rate rs. 100/kg",,12/15/2023 11:42
298,12/23/2022,No,pond_299152dc,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,1800,,0,,Total 1800 kgs harvested all fishes are medium size sold Rs. 85/kg. ,,12/15/2023 11:42
299,12/23/2022,No,pond_95fa2b00,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying ,Planned harvest,1400,,0,,Sold total 1400kgs all fish are medium size sold rs.100/kg. ,,12/15/2023 11:42
64,12/16/2022,Yes,pond_8dd26bbf,Eluru,Treatment,Stocking,Maneesh,,,,2100.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
301,12/15/2022,No,pond_0b18540f,Eluru,Treatment,Stocking,Maneesh,,,,1882.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,150.0,,,,,,,,,1882,,1882.0,,,,,,0.0,,No,,,,,,,,,The farmer added fish from his own breed out pond.,,12/15/2023 11:42
300,12/15/2022,No,pond_f2e849c5,Nellore,Control,Harvest,Chandu,,,,0.0,,,,,,925.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying,Planned harvest,18500,,0,,Total 18500 kgs harvested all fish are big size sold 129 per kg. ,,12/15/2023 11:42
302,12/14/2022,No,pond_25351efc,Nellore,Control,Harvest,Chandu,,,,0.0,,,,,,625.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying,Planned harvest,12500,,0,,"Total 12500 kgs harvested, all fish are medium size sold 105 per kg.",,12/15/2023 11:42
57,12/14/2022,Yes,pond_11799705,Eluru,Treatment,Stocking,Maneesh,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
303,11/24/2022,No,pond_ddf602a6,Eluru,Treatment,Stocking,Maneesh,,,,7142.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,40.0,,,,,,,,,7022,,7022.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
49,11/22/2022,Yes,pond_74fd6eb7,Eluru,,Stocking,Maneesh,,,,2100.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
51,11/16/2022,Yes,pond_1894f1b9,Eluru,,Stocking,Maneesh,,,,5000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
304,11/14/2022,No,pond_891bf2fe,Nellore,Treatment,Stocking,Chandu,,,,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50.0,,,,,,,,,,,3000.0,,,,,,,,Yes,Pond draied ,,,,,,,,Rohu @2800 and Catla @200 ,,12/15/2023 11:42
305,11/10/2022,No,pond_4389488f,Eluru,Treatment,Stocking,Maneesh,,,,2000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,250.0,,,,,,,,,2000,,2000.0,,,,,,0.0,,No,,,,,,,,,the farmer stocked from his own breed out pond so the stocking cost has been inputted zero.,,12/15/2023 11:42
306,11/10/2022,No,pond_ddf602a6,Eluru,Treatment,Harvest,Maneesh,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,18000,,1000,,,,12/15/2023 11:42
307,11/10/2022,No,pond_960111d3,Eluru,Treatment,Stocking,Maneesh,,,,2120.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2000,,2000.0,,,,,,0.0,,No,,,,,,,,,The farmer stocked fish from his own breed out pond .,,12/15/2023 11:42
308,11/09/2022,No,pond_960111d3,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,58000,,,,,,12/15/2023 11:42
47,11/09/2022,Yes,pond_09b2c644,Eluru,Treatment,Stocking,Maneesh,,,,5183.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,5183,,5183.0,,,,,,0.0,,,,,,,,,,,,,12/15/2023 11:37
48,11/09/2022,Yes,pond_8e6046b4,Eluru,Treatment,Stocking,Maneesh,,,,2100.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
52,11/09/2022,Yes,pond_87edd7c9,Eluru,Treatment,Stocking,Maneesh,,,,5000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
46,11/09/2022,Yes,pond_ee1be8cb,Eluru,Treatment,Stocking,Maneesh,,,,2200.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
309,11/06/2022,No,pond_917e0459,Eluru,Treatment,Stocking,Nagaraju P.,,,,2100.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2000,,2000.0,,,,,,0.0,,Yes,"Added Zinc,Cattle manure and fertilized the pond along with super .",,,,,,,,,,12/15/2023 11:42
310,11/05/2022,No,pond_b842374c,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying ,Planned harvest,4500,,0,,"Total 4500 kgs, all fish are medium size sold 97 rs per kg. ",,12/15/2023 11:42
311,11/05/2022,No,pond_da579dd5,Nellore,Treatment,Harvest,Chandu,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying,Disease outbreak,,730,,0.0,,,12/15/2023 11:42
312,11/05/2022,No,pond_19e0e052,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying,Planned harvest,57000,0,0,0.0,,,12/15/2023 11:42
313,11/03/2022,No,pond_bd0f4fd7,Nellore,Treatment,Stocking,Chandu,,,,3000.0,40000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50.0,,,,,,,,,,,3000.0,,,,40000.0,,,,Yes,"Pond dried, plough.",,,,,,,,,,12/15/2023 11:42
314,11/02/2022,No,pond_1bde2fe0,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,Yes,"Sun Dry,liming",Planned harvest,4250,,,,,,12/15/2023 11:42
315,11/01/2022,No,pond_4389488f,Eluru,Treatment,Harvest,Maneesh,,,,100.0,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,72000,,3000,,,,12/15/2023 11:42
316,10/29/2022,No,pond_917e0459,Eluru,Treatment,Harvest,Maneesh,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,47000,,,,,,12/15/2023 11:42
317,10/28/2022,No,pond_373669d6,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying,Planned harvest,4450,,0,,,,12/15/2023 11:42
318,10/28/2022,No,pond_299152dc,Nellore,Treatment,Stocking,Chandu,,,,2300.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,500.0,,,,,,,,,,,2300.0,,,,0.0,,,,No,,,,,,,,,,,12/15/2023 11:42
55,10/23/2022,Yes,pond_1d249330,Nellore,Treatment,Stocking,Nagaraju B.,,,,2666.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2666,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
319,10/21/2022,No,pond_1c1e7d4b,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,900.0,,,,,,,,,,,,,,,,,,,,,Yes,Pond drying,Planned harvest,1800,,0,,,,12/15/2023 11:42
320,10/20/2022,No,pond_299152dc,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,No,,Disease outbreak,1400,0,0,0.0,"All are medium fish sold 1400 kg, per kg 85rs. ",,12/15/2023 11:42
321,10/20/2022,No,pond_2e1713ae,Nellore,Treatment,Stocking,Chandu,,,,2833.0,33333.0,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei), Pangasius",,,,80.0,,,,,,,,,,,2833.0,,,,33333.0,,,,Yes,Pond dried ,,,,,,,,"Rohu @15000, Catla @1800, Grass Carp @200.
",,12/15/2023 11:42
61,10/19/2022,Yes,pond_4302964d,Eluru,Treatment,Stocking,Maneesh,,,,50000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
50,10/18/2022,Yes,pond_0c63298a,Eluru,Treatment,Stocking,Maneesh,,,,2100.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
322,10/15/2022,No,pond_c8879b29,Eluru,Treatment,Stocking,Maneesh,,,,2200.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,250.0,,,,,,,,,2200,,2200.0,,,,,,0.0,,No,,,,,,,,,The farmer stocked from his own breed out pond.,,12/15/2023 11:42
323,10/15/2022,No,pond_ee1be8cb,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,2000,,0,,,,12/15/2023 11:42
324,10/15/2022,No,pond_9a0003fb,Eluru,Treatment,Stocking,Maneesh,,,,2200.0,,,,,,250.0,,,,,,,,,2080,,2080.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
325,10/14/2022,No,pond_5773604b,Nellore,Treatment,Stocking,Nagaraju B.,,,,2400.0,,Roopchand,,,,,,,,,,,,,,,2000.0,,,,,,,,No,,,,,,,,,"All ready 1000 fishes are left in the pond during the last harvest and now new stocking 5000 fishes are added in to the pond, total 6000 fishes now in the pond. ",,12/15/2023 11:42
326,10/14/2022,No,pond_884b1189,Eluru,Treatment,Stocking,Maneesh,,,,,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2000.0,,,,,,,,,2000,,2000.0,,,,,,0.0,,No,,,,,,,,,,,12/15/2023 11:42
329,10/13/2022,No,pond_2f7733e2,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Pond drying, ploughing, pond edges leveling",Planned harvest,1800,,0,,Sold 1.8 tons Rohu all big size @115rs per kg.,,12/15/2023 11:42
327,10/13/2022,No,pond_43720001,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Pond drying, ploughing, pond edges leveling",Planned harvest,1200,,0,,Sold 1.2 tons Rohu all big size @115rs per kg,,12/15/2023 11:42
328,10/13/2022,No,pond_7fd480e0,Eluru,Treatment,Stocking,Maneesh,,,,3800.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2759,,2759.0,,,,,,0.0,,,,,,,,,,,,,12/15/2023 11:42
330,10/12/2022,No,pond_891bf2fe,Nellore,Treatment,Harvest,Nagaraju B.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Pond drying, ploughing",Planned harvest,,440,,0.0,Sold 440 kg Shrimp @203 per kg,,12/15/2023 11:42
58,10/11/2022,Yes,pond_20c3d3aa,Eluru,Treatment,Stocking,Maneesh,,,,4500.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,4500,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
59,10/11/2022,Yes,pond_eb2903bd,Eluru,Treatment,Stocking,Maneesh,,,,2200.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
331,10/10/2022,No,pond_9a0003fb,Eluru,Treatment,Harvest,Maneesh,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,60000,,,,The farmer harvested fish at 121 rupees per kg of his produce.,,12/15/2023 11:42
332,10/10/2022,No,pond_c8879b29,Eluru,Treatment,Harvest,Maneesh,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,60000,,,,,,12/15/2023 11:42
333,10/10/2022,No,pond_06a67c0e,Eluru,Treatment,Harvest,Nagaraju P.,,,,0.0,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,24000,,,,He harvested 24 ton of fish at Rs.100.,,12/15/2023 11:42
334,10/09/2022,No,pond_aabd8703,Nellore,Treatment,Stocking,Chandu,,,,2857.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,,,,,,,,,,,2857.0,,,,0.0,,,,No,,,,,,,,,"Farmer stocked 3000 Roopchand, 6300 Rohu and 700 Catla in 3.5 acre pond",,12/15/2023 11:42
45,10/08/2022,Yes,pond_e78b9c9a,Eluru,Treatment,Stocking,Maneesh,,,,5000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
335,10/08/2022,No,pond_1d648007,Nellore,Treatment,Stocking,Nagaraju B.,,,,1650.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,,,1650.0,,,,,,,,Yes,Pond drying ,,,,,,,,Rohu 1600 and Catla 50 total 1650 fishes @5 rupees per fish.,,12/15/2023 11:42
336,10/08/2022,No,pond_a8a2b3a8,Eluru,Treatment,Stocking,Maneesh,,,,3571.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,100.0,,,,,,,,,3571,,3571.0,,,,,,0.0,,Yes,"The farmer sun dried his pond ,followed by de silting and liming the pond.",,,,,,,,,,12/15/2023 11:42
338,10/07/2022,No,pond_3be25c81,Nellore,Control,Stocking,Chandu,,,,2300.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla), Pangasius",,,,,,,,,,,,,3500,,2300.0,,,,0.0,,4140.0,,Yes,Sun dried the pond bottom added lime and ploughed the pond bottom,,,,,,,,"Farmer stocked 8000 Rohu, 1000 Catla and 200 Grass carp in a 4 acre pond.",,12/15/2023 11:42
339,10/07/2022,No,pond_a10e5445,Nellore,Control,Stocking,Chandu,,,,2250.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,3500,,2250.0,,,,0.0,,6187.0,,Yes,"Sun dried the pond bottom, added lime and ploughed the pond bottom with a tractor",,,,,,,,Farmer stocked 12000 Rohu and 1500 Catla in a 6 acre pond,,12/15/2023 11:42
337,10/07/2022,No,pond_5773604b,Nellore,Treatment,Harvest,Nagaraju B.,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,5000,,1000,,Sold 5 tons Roopchand big size 4 tons @90rs per kg and medium 1 ton @ 80rs per kg,,12/15/2023 11:42
340,10/06/2022,No,pond_04e640c0,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Drying,Planned harvest,1000,,0,,Sold 1 ton Rohu all are big size @115 per kg.,,12/15/2023 11:42
341,10/02/2022,No,pond_aabd8703,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,9200,0,0,0.0,Sold 9.2 ton Roopchand all big @100rs per kg,,12/15/2023 11:42
342,09/29/2022,No,pond_7fd480e0,Eluru,Treatment,Partial harvest,Maneesh,,,,941.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,24000,0,16000,,,,12/15/2023 11:42
343,09/27/2022,No,pond_a2a9984f,Nellore,Treatment,Stocking,Chandu,,,,4625.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,,,,,,,,,,,4625.0,,,,0.0,,,,No,,,,,,,,,"Farmer stocked 10,000 Roopchand, 7000 Rohu and 1500 Catla in a 4 acre pond. As we asked about the high SD farmer said he will partial harvest Roopchand within 4 months.",,12/15/2023 11:42
344,09/25/2022,No,pond_ec1ee982,Nellore,Treatment,Stocking,Chandu,,,,3700.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,,,,,,,,,,,3700.0,,,,0.0,,,,No,,,,,,,,,Farmer purchased fish from an adjacent (non ARA) pond as the other farmer is not interested to continue aquaculture. He bought the fish weight wise irrespective of the size of the fish. Now he has bought 2.3 ton fish @63 rupees per kg. The average weight of the fish is around 600-800 grams and the farmer expects to harvest within 2 months.,,12/15/2023 11:42
345,09/23/2022,No,pond_c2428871,Eluru,Treatment,Partial harvest,Maneesh,,,,3333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,4000,,10000,,,,12/15/2023 11:42
346,09/22/2022,No,pond_06a67c0e,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,28000,0,0,0.0,,,12/15/2023 11:42
347,09/20/2022,No,pond_1d648007,Nellore,Treatment,Harvest,Nagaraju B.,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Drying ,Planned harvest,1770,,0,,Sold 1.77 tons Rohu all big size @110rs per kg,,12/15/2023 11:42
348,09/19/2022,No,pond_a2a9984f,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,15000,0,0,0.0,Sold 15 ton fish all big @97 rupees per kg Roopchand,,12/15/2023 11:42
349,09/17/2022,No,pond_373669d6,Nellore,Treatment,Partial harvest,Chandu,,,,2400.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,1700,0,6000,0.0,Sold 1.7 ton fish all big @115 rupees per kg,,12/15/2023 11:42
350,09/16/2022,No,pond_8a45828a,Eluru,Treatment,Stocking,Nikhil,,,,700.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,700,,700.0,,,,,,0.0,,No,,,,,,,,,The farmer added fingerling which costed rs4 per fish ,,12/15/2023 11:42
351,09/16/2022,No,pond_8a45828a,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,140,,,,Farmer usually harvest his pond and stock them in the adjacent (CB1)pond but this time due to change in culture of CB1 they sold the fish as seed to another farmer in the same area.,,12/15/2023 11:42
352,09/13/2022,No,pond_884b1189,Eluru,Treatment,Harvest,Maneesh,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,38000,,,,,,12/15/2023 11:42
353,09/10/2022,No,pond_6c237175,Eluru,Treatment,Stocking,Nikhil,,,,12500.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,5.0,,,,,,,,,13000,,12500.0,,,,,,0.0,,Yes,He dried out his pond and applied lime and fertilizers to the soil and refilled the pond with bore and canal water.,,,,,,,,,,12/15/2023 11:42
354,09/10/2022,No,pond_d10c6be5,Eluru,Treatment,Stocking,Nikhil,,,,8333.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,5.0,,,,,,,,,13000,,8333.0,,,,,,0.0,,Yes,He dried out his pond and applied lime and fertilizers to the soil and refilled the pond with bore and canal water,,,,,,,,,,12/15/2023 11:42
355,09/10/2022,No,pond_b17567d5,Eluru,Treatment,Harvest,Maneesh,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,27000,,,,The farmer is stopping cycle in this pond and planning to do breed out culture in another pond which he recently leased,,12/15/2023 11:42
356,09/10/2022,No,pond_ec1ee982,Nellore,Treatment,Harvest,Chandu,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,3500,0,0,0.0,Sold 3 tons big @95 and 0.5 ton medium @85 per kg,,12/15/2023 11:42
357,09/09/2022,No,pond_7127c135,Eluru,Treatment,Harvest,Chaitanya,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Planned harvest,14000,,,,Farmer is stopping cycle in this pond and changing to breed out culture in another pond.,,12/15/2023 11:42
