Sr. No,Date of data collection,Time of data collection,Pond ID,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
12459,02/09/2026,07:48,pond_90dd090b,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.31,,,0.25,0.03,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,2815,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12462,02/09/2026,07:35,pond_4a880fc8,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.5,8.18,,,0.0,0.0,25.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Water sanitizers,,0-7 days ago,,1500,2281,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12458,02/09/2026,07:33,pond_41a4dead,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11","Sunny, Foggy",1.3,8.08,,,0.0,0.0,25.6,,,,Saturated green,No,Dissolved Oxygen,,,,,,,,,,,,,,0,2,2,,"Lice medicine, Stop feeding for 24 hours",02/04/2026,0-7 days ago,,1150,2398,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12461,02/09/2026,07:28,pond_8902ecd3,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.7,7.85,,,0.0,0.0,27.7,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Water sanitizers,,0-7 days ago,,1100,2500,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12452,02/08/2026,08:04,pond_4e07e1a3,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.7,8.06,,,0.25,0.02,25.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1200,2516,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12451,02/08/2026,07:58,pond_a59c9ac7,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,7.96,,,0.25,0.01,24.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,3000,2130,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12450,02/08/2026,07:32,pond_a6578b7f,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.1,7.7,,,0.25,0.01,24.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1400,2226,"Rohu (Labeo rohita), Catla (Catla catla)",1000.0,,No
12444,02/07/2026,07:52,pond_7fd480e0,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,8.23,,,0.25,0.02,25.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,600,2546,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12448,02/07/2026,07:46,pond_ee1be8cb,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.9,8.19,,,0.5,0.04,24.8,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1500,2209,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12443,02/07/2026,07:42,pond_87edd7c9,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.2,8.21,,,0.25,0.02,25.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,450,2304,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12442,02/07/2026,07:35,pond_f86d5d94,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,8.17,,,0.25,0.02,25.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,3243,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12436,02/06/2026,08:20,pond_16becad9,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.34,,,0.25,0.03,24.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 24 hours,,0-7 days ago,,550,2407,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,,No
12427,02/06/2026,08:20,pond_55356fc9,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #14",Sunny,3.3,8.23,,,0.25,0.02,25.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,800,2358,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12456,02/06/2026,08:10,pond_166e730f,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.25,,,0.25,0.02,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,2192,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12426,02/06/2026,08:02,pond_5f9e292b,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.7,8.12,,,0.25,0.02,24.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Lice medicine,,0-7 days ago,,1000,2729,"Rohu (Labeo rohita), Catla (Catla catla)",1000.0,,No
12435,02/06/2026,07:50,pond_e25b2cfc,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.5,8.26,,,0.25,0.02,24.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,550,2740,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12434,02/06/2026,07:40,pond_e797c43a,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.7,8.27,,,0.25,0.02,24.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,550,2963,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12400,02/05/2026,08:12,pond_02b8575a,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.36,,,0.25,0.03,25.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1250,2227,"Catla (Catla catla), Rohu (Labeo rohita)",1100.0,,No
12399,02/05/2026,08:02,pond_adeaf27b,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.31,,,0.25,0.03,25.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 24 hours,02/05/2026,0-7 days ago,,1500,1655,"Catla (Catla catla), Rohu (Labeo rohita)",1100.0,,No
12398,02/05/2026,07:53,pond_21320075,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,8.3,,,0.0,0.0,25.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1500,1846,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,,No
12432,02/05/2026,07:48,pond_348a1d24,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,8.2,,,0.25,0.02,25.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Increase fertilization,02/01/2026,,,2500,2398,"Catla (Catla catla), Rohu (Labeo rohita)",1100.0,,No
12397,02/05/2026,07:42,pond_319c1ff7,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.29,,,0.25,0.02,25.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,1733,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,,No
12420,02/05/2026,07:41,pond_9252e874,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,8.22,,,0.0,0.0,24.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,2717,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12419,02/05/2026,07:37,pond_f9218e7b,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,4.2,8.13,,,0.25,0.02,25.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,2486,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12396,02/05/2026,07:35,pond_56e8a695,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.27,,,0.25,0.02,25.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,900,2052,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12395,02/05/2026,07:28,pond_35f0d376,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,8.37,,,0.25,0.03,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1750,2227,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,,No
12382,02/05/2026,07:28,pond_b3126696,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.8,8.07,,,0.5,0.03,25.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1150,2721,"Rohu (Labeo rohita), Catla (Catla catla)",700.0,,No
12421,02/05/2026,07:19,pond_dc98e449,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.2,7.93,,,0.5,0.02,25.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,700,2966,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12389,02/04/2026,08:20,pond_283dc502,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.05,,,0.0,0.0,25.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1600,2432,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,,No
12388,02/04/2026,08:10,pond_d8d30ad3,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.5,7.97,,,0.0,0.0,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,2129,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,,No
12387,02/04/2026,07:57,pond_6772b310,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.27,,,0.25,0.02,25.4,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Water inflow (only),,0-7 days ago,,500,3000,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12376,02/04/2026,07:53,pond_f1f0953d,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.9,8.07,,,0.5,0.03,25.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1500,2268,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,,No
12386,02/04/2026,07:48,pond_cc57546e,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.21,,,0.25,0.02,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,800,2635,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12383,02/04/2026,07:48,pond_2e0e9d1a,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.2,7.99,,,0.0,0.0,25.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,2787,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12385,02/04/2026,07:40,pond_f5213f43,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,7.98,,,0.0,0.0,25.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,700,2609,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,,No
12374,02/04/2026,07:34,pond_9a0003fb,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.5,8.22,,,0.25,0.02,24.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1400,2704,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12373,02/04/2026,07:28,pond_c8879b29,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.1,8.18,,,0.25,0.02,24.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1400,2426,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12372,02/04/2026,07:20,pond_ca25b296,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,2.4,8.15,,,0.25,0.02,25.0,,,,Saturated green,No,Dissolved Oxygen,,,,,,,,,,,,,,0,0,0,,,,,,500,3201,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12346,02/02/2026,07:50,pond_c5b49325,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Foggy,3.7,8.24,,,0.25,0.02,24.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,7000,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12368,02/02/2026,07:44,pond_2781ed8d,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.1,8.09,,,0.25,0.02,24.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,50,11818,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12345,02/02/2026,07:40,pond_46bbdb3a,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Foggy,3.5,8.2,,,0.25,0.02,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,5941,"Rohu (Labeo rohita), Catla (Catla catla)",100.0,,No
12367,02/02/2026,07:39,pond_a32076ad,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), Thermometer #2, API Ammonia Test Kit, pH pen #14",Sunny,3.3,8.24,,,0.0,0.0,24.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,250,13208,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12366,02/02/2026,07:35,pond_b6292420,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), Thermometer #2, pH pen #14, API Ammonia Test Kit",Sunny,3.1,8.12,,,0.0,0.0,24.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,14286,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12344,02/02/2026,07:30,pond_69509b5b,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Foggy,3.4,8.15,,,0.0,0.0,24.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,9000,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12332,01/27/2026,07:58,pond_5f07dc7a,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.7,8.12,,,0.0,0.0,24.1,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,400,4190,"Rohu (Labeo rohita), Catla (Catla catla)",100.0,,No
12325,01/27/2026,07:46,pond_e78b9c9a,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,3.2,7.95,,,0.25,0.01,24.4,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,650,8046,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12331,01/27/2026,07:41,pond_44865e41,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.05,,,0.25,0.01,24.0,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,100,20000,"Rohu (Labeo rohita), Catla (Catla catla)",30.0,,No
12324,01/27/2026,07:41,pond_09e8bfb8,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,3.4,8.19,,,0.25,0.02,24.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,37037,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12323,01/27/2026,07:35,pond_8dd26bbf,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,3.4,8.08,,,0.25,0.01,24.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1500,2182,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12330,01/27/2026,07:30,pond_74ea5a99,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, pH pen #11, Thermometer #4",Sunny,3.5,8.11,,,0.0,0.0,23.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,6667,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12322,01/27/2026,07:30,pond_0c63298a,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,3.1,7.97,,,0.25,0.01,24.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1200,1556,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12312,01/23/2026,08:05,pond_d7feb952,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.4,8.11,,,0.0,0.0,24.0,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,150,10476,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12311,01/23/2026,07:52,pond_60dd3196,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.7,8.2,,,0.25,0.02,24.0,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,150,15068,"Rohu (Labeo rohita), Catla (Catla catla)",40.0,,No
12310,01/23/2026,07:40,pond_44f24b9a,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.5,8.1,,,0.25,0.02,23.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,2844,"Catla (Catla catla), Rohu (Labeo rohita)",700.0,,No
12307,01/22/2026,07:25,pond_e95651d9,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.2,7.76,,,0.0,0.0,22.8,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,100,166667,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12306,01/22/2026,07:17,pond_17b6d1f2,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.8,7.97,,,0.0,0.0,22.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1300,1383,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12336,01/22/2026,07:09,pond_917e0459,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,3.6,7.68,,,0.25,0.01,24.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,800,1515,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12296,01/21/2026,08:12,pond_439eae87,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.2,8.2,,,0.25,0.02,23.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,3938,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12297,01/21/2026,08:03,pond_eb2903bd,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.2,8.22,,,0.25,0.02,23.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,10,0,,Lice medicine,01/18/2026,0-7 days ago,,550,2927,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12295,01/21/2026,07:57,pond_3a0067e4,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.4,7.95,,,0.25,0.01,23.9,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,50,31579,"Rohu (Labeo rohita), Catla (Catla catla)",20.0,,No
12294,01/21/2026,07:50,pond_c2458988,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.2,8.22,,,0.0,0.0,23.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Stop feeding for 24 hours, Lice medicine",01/20/2026,0-7 days ago,,200,13931,"Rohu (Labeo rohita), Catla (Catla catla)",40.0,,No
12316,01/21/2026,07:47,pond_e2db7a6b,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,3.1,7.9,,,0.25,0.01,23.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,11667,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12299,01/21/2026,07:47,pond_bee2e7f5,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,3.5,8.14,,,0.5,0.03,23.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,11029,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12298,01/21/2026,07:40,pond_b7082dc1,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.2,7.75,,,0.0,0.0,23.3,,,,Transparent,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,150,200000,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12289,01/19/2026,08:20,pond_f6d09111,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.7,8.3,,,0.0,0.0,24.4,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,Water inflow (only),,0-7 days ago,,50,19333,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12287,01/19/2026,08:10,pond_27785ee9,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.5,7.95,,,0.5,0.02,24.5,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,Aeration every day,,29 days or more ago,,150,66667,"Catla (Catla catla), Rohu (Labeo rohita)",100.0,,No
12284,01/19/2026,07:50,pond_690fd7d6,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.2,8.22,,,0.25,0.02,24.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,10,0,,,,,,400,11852,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,,No
12286,01/18/2026,08:30,pond_05d9df8f,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.9,7.93,,,0.25,0.01,23.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,7368,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
